filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped,original_split,stratum,gt_region_bin,small_text_bin,small_text_lt8_ratio,small_text_lt12_ratio,short_side_1024_median,aspect_long_short,brightness,contrast,blur_laplacian
drp.en_ko.in_house.selectstar_003828.jpg,4,117,0.991423726081848,0.9948365092277528,0.988034188747406,118,585.0,581.0,0.0,578.0,0.0,578.0,3.0,0.0,0.0,0.0,train,train_w2_s1,2,1,0.1101694915,0.2288135593,14.98502045,1.333333333,0.3971482819,0.2651426546,1194.146568
drp.en_ko.in_house.selectstar_003830.jpg,1,108,0.9856224656105042,0.9748743772506714,0.996610164642334,112,590.0,597.0,1.0,589.0,7.0,589.0,6.0,1.0,6.0,2.0,train,train_w2_s1,2,1,0.008928571429,0.1517857143,16.36401901,1.333333333,0.3145254696,0.2722465094,1035.214787
drp.en_ko.in_house.selectstar_003831.jpg,1,112,0.9816656708717346,0.9951377511024476,0.9685534834861756,116,636.0,617.0,1.0,617.0,3.0,617.0,0.0,1.0,3.0,0.0,train,train_w2_s0,2,0,0.03448275862,0.06896551724,20.42399902,1.0,0.5763807858,0.1448606411,1402.170402
drp.en_ko.in_house.selectstar_003835.jpg,2,138,0.9733333587646484,0.9641509652137756,0.982692301273346,136,520.0,530.0,3.0,514.0,3.0,514.0,16.0,3.0,2.0,0.0,val,val_w3_s0,3,0,0.03676470588,0.05882352941,16.42401123,2.067851373,0.6305439533,0.1448409491,1238.652218
drp.en_ko.in_house.selectstar_003836.jpg,4,95,0.9979695677757264,0.9979715943336488,0.9979674816131592,93,492.0,493.0,1.0,492.0,0.0,492.0,1.0,1.0,0.0,0.0,train,train_w1_s0,1,0,0.05376344086,0.1290322581,15.52497406,1.333333333,0.6844923431,0.08017882195,975.2178516
drp.en_ko.in_house.selectstar_003837.jpg,0,96,0.9760665893554688,0.9591001868247986,0.9936440587043762,88,472.0,489.0,0.0,469.0,0.0,469.0,20.0,0.0,0.0,0.0,train,train_w1_s0,1,0,0.0,0.05681818182,17.99926376,1.333333333,0.6211488612,0.2153220221,1889.743351
drp.en_ko.in_house.selectstar_003838.jpg,2,76,0.9988465905189514,0.9976958632469176,1.0,75,433.0,434.0,0.0,433.0,0.0,433.0,1.0,0.0,0.0,0.0,train,train_w0_s0,0,0,0.02666666667,0.06666666667,18.5440155,1.333333333,0.5554056803,0.2690653333,2150.866891
drp.en_ko.in_house.selectstar_003839.jpg,3,103,0.9796748161315918,0.971781313419342,0.9876977205276488,114,569.0,567.0,2.0,564.0,13.0,564.0,0.0,2.0,8.0,3.0,train,train_w2_s0,2,0,0.0,0.05263157895,20.35716476,1.333333333,0.4866629806,0.188367859,3511.18644
drp.en_ko.in_house.selectstar_003840.jpg,2,137,0.997183084487915,0.9943820238113404,1.0,135,885.0,890.0,0.0,885.0,0.0,885.0,5.0,0.0,0.0,0.0,train,train_w3_s0,3,0,0.07407407407,0.1037037037,15.36011505,1.333333333,0.6279429517,0.2123042905,1630.644435
drp.en_ko.in_house.selectstar_003841.jpg,3,96,0.9790148735046388,0.9661017060279846,0.992277979850769,93,518.0,531.0,2.0,516.0,3.0,516.0,15.0,2.0,3.0,0.0,train,train_w1_s1,1,1,0.05376344086,0.1505376344,19.98398132,1.0,0.548420476,0.1510708681,655.7558382
drp.en_ko.in_house.selectstar_003842.jpg,4,141,0.950344443321228,0.9823113083839417,0.9203925728797911,154,917.0,848.0,4.0,848.0,15.0,848.0,0.0,4.0,13.0,0.0,train,train_w4_s0,4,0,0.07142857143,0.1168831169,14.56959381,1.333333333,0.623972156,0.1088020699,825.7733254
drp.en_ko.in_house.selectstar_003843.jpg,0,103,0.9954233169555664,0.9908883571624756,1.0,103,436.0,439.0,0.0,436.0,1.0,436.0,3.0,0.0,1.0,0.0,train,train_w1_s0,1,0,0.01941747573,0.04854368932,21.13751831,1.333333333,0.552849145,0.3762578756,3622.471008
drp.en_ko.in_house.selectstar_003844.jpg,4,86,0.9794224500656128,0.9710391759872437,0.9879518151283264,90,581.0,587.0,3.0,577.0,7.0,577.0,1.0,3.0,4.0,9.0,train,train_w1_s1,1,1,0.1333333333,0.1555555556,13.5360054,1.777777778,0.5415790633,0.105065829,676.0543946
drp.en_ko.in_house.selectstar_003845.jpg,1,137,0.9531275629997252,0.9767441749572754,0.9306260347366332,143,591.0,559.0,1.0,551.0,5.0,551.0,6.0,1.0,4.0,2.0,train,train_w4_s1,4,1,0.1398601399,0.2377622378,14.98400879,1.333333333,0.5103471145,0.2878592921,1657.973885
drp.en_ko.in_house.selectstar_003846.jpg,3,118,0.9957734942436218,0.9915825128555298,1.0,123,594.0,594.0,0.0,594.0,5.0,594.0,0.0,0.0,5.0,0.0,train,train_w3_s0,3,0,0.0406504065,0.1300813008,15.87916718,1.966205837,0.564095111,0.1910412925,1945.390369
drp.en_ko.in_house.selectstar_003847.jpg,2,120,0.919071078300476,0.9546783566474916,0.8860244154930115,118,737.0,684.0,0.0,653.0,0.0,653.0,31.0,0.0,0.0,0.0,train,train_w2_s0,2,0,0.06779661017,0.08474576271,16.51524887,1.333333333,0.6254152385,0.1645341712,857.3592249
drp.en_ko.in_house.selectstar_003848.jpg,1,94,0.986028015613556,0.978217840194702,0.9939637780189514,94,497.0,505.0,2.0,496.0,2.0,496.0,0.0,2.0,1.0,9.0,train,train_w1_s0,1,0,0.0,0.1276595745,17.66400146,2.176870748,0.6872209728,0.1686712192,2448.333659
drp.en_ko.in_house.selectstar_003849.jpg,0,132,0.998225212097168,0.997633159160614,0.9988179802894592,134,846.0,845.0,0.0,845.0,2.0,845.0,0.0,0.0,2.0,0.0,train,train_w3_s0,3,0,0.07462686567,0.1194029851,17.79133911,1.333333333,0.608657817,0.1422823356,2200.199671
drp.en_ko.in_house.selectstar_003850.jpg,2,104,0.9934759736061096,0.9895969033241272,0.9973856210708618,103,765.0,769.0,0.0,763.0,2.0,763.0,6.0,0.0,2.0,0.0,train,train_w1_s0,1,0,0.08737864078,0.1067961165,19.30488434,1.333333333,0.4930092008,0.252603754,3340.880506
